time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
25400,2023-07-20 17:04:48,0,0,98.097116,,,8026.4279989717,76.443572,0,0,0,5,0,10.25,8029.0526709717,100.721788,0,0,0,0,0,108.2, 2.1, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.415,0,0,0,9.5,75.2,8026.4279989717,98.097116,31,Sport,
25500,2023-07-20 17:04:48,0,0,98.097116,,,8026.4279989717,76.443572,0,0,0,5,0,10.25,8029.0526709717,100.721788,0,0,0,0,0,108.2, 2.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.415,0,0,0,9.5,75.2,8026.4279989717,98.097116,31,Sport,
25600,2023-07-20 17:04:48,0,0,98.097116,,,8026.4279989717,76.443572,0,0,0,5,0,10.25,8029.0526709717,100.721788,0,0,0,0,0,108, 2.3, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.415,0,0,0,9.5,75.2,8026.4279989717,98.097116,31,Sport,
25700,2023-07-20 17:04:48,0,0,98.097116,,,8026.4279989717,76.443572,0,0,0,5,0,10.25,8029.0526709717,100.721788,0,0,0,0,0,108, 2.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.415,0,0,0,9.5,75.2,8026.4279989717,98.097116,31,Sport,
25800,2023-07-20 17:04:48,0,0,97.769032,,,8026.0999149717,76.771656,0,0,0,5,0,10.25,8029.0526709717,100.721788,0,0,0,0,0,108, 2.4, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.415,0,0,0,9.5,75.2,8026.0999149717,97.769032,31,Sport,
25900,2023-07-20 17:04:48,0,0,98.097116,,,8026.4279989717,76.771656,0,0,0,5,0,10.25,8029.0526709717,100.721788,0,0,0,0,0,108, 2.3, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.415,0,0,0,9.5,75.2,8026.4279989717,98.097116,31,Sport,
26000,2023-07-20 17:04:48,0,0,98.097116,,,8026.4279989717,76.771656,0,0,0,5,0,10.25,8029.0526709717,100.721788,0,0,0,0,0,108, 2.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.415,0,0,0,9.5,75.2,8026.4279989717,98.097116,31,Sport,
26100,2023-07-20 17:04:48,0,0,98.097116,,,8026.4279989717,76.771656,0,0,0,5,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108, 3.5, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,119.8,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.4279989717,98.097116,31,Sport,
26200,2023-07-20 17:04:48,0,0,98.097116,,,8026.4279989717,76.771656,0,0,0,5,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108, 3.6, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.4279989717,98.097116,31,Sport,
26300,2023-07-20 17:04:48,0,0,98.097116,,,8026.4279989717,76.443572,0,0,0,11,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108.1, 3.4, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,119.8,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.4279989717,98.097116,31,Sport,
26400,2023-07-20 17:04:49,0,0,97.769032,,,8026.0999149717,76.443572,0,0,0,11,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108.3, 3.2, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.0999149717,97.769032,31,Sport,
26500,2023-07-20 17:04:49,0,0,98.097116,,,8026.4279989717,76.115488,0,0,0,11,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108.3, 3.2, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.4279989717,98.097116,31,Sport,
26600,2023-07-20 17:04:49,0,0,98.097116,,,8026.4279989717,75.787404,0,0,0,11,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108.4, 3.3, 0.1,0,0,1296,1024,1024,1024,41,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.4279989717,98.097116,31,Sport,
26700,2023-07-20 17:04:49,0,0,98.097116,,,8026.4279989717,75.45932,0,0,0,11,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108.4, 3.3, 0.8,0,0,1684,1024,1024,1024,100,0,0,0,119.8,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.4279989717,98.097116,31,Sport,
26800,2023-07-20 17:04:49,0,0,97.769032,,,8026.0999149717,75.131236,0,0,0,11,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108.5, 3, 1.3,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.0999149717,97.769032,31,Sport,
26900,2023-07-20 17:04:49,0,0,97.769032,,,8026.0999149717,75.131236,0,0,0,11,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108.9, 3.5, 0.6,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.0999149717,97.769032,31,Sport,
27000,2023-07-20 17:04:49,0,0,98.097116,,,8026.4279989717,74.803152,0,0,0,11,0,10.239,8029.0526709717,100.721788,0,0,0,0,0,108.9, 3.5, 0,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.416,3.412,3.414,0,0,0,9.447,75.38,8026.4279989717,98.097116,31,Sport,
27100,2023-07-20 17:04:49,0,0,98.097116,,,8026.4279989717,74.475068,0,0,0,11,0,10.236,8029.0526709717,100.721788,0,0,0,0,0,108.7, 3.4, -0.4,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.4279989717,98.097116,31,Sport,
27200,2023-07-20 17:04:49,0,0,98.097116,,,8026.4279989717,74.475068,0,0,0,11,0,10.236,8029.0526709717,100.721788,0,0,0,0,0,108.4, 3.1, -0.4,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.4279989717,98.097116,31,Sport,
27300,2023-07-20 17:04:49,0,0,98.097116,,,8026.4279989717,74.475068,0,0,0,11,0,10.236,8029.0526709717,100.721788,0,0,0,0,0,108.3, 3, -0.8,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.4279989717,98.097116,31,Sport,
27400,2023-07-20 17:04:50,0,0,98.097116,,,8026.4279989717,74.475068,0,0,0,11,0,10.236,8029.0526709717,100.721788,0,0,0,0,0,108.1, 2.9, -1.7,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.4279989717,98.097116,31,Sport,
27500,2023-07-20 17:04:50,0,0,98.4252,,,8026.7560829717,74.475068,0,0,0,11,0,10.236,8029.0526709717,100.721788,0,0,0,0,0,107.7, 2.8, -1.7,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.7560829717,98.4252,31,Sport,
27600,2023-07-20 18:04:50,38.4417538007985,-109.312246039372,98.4252,,,8026.7560829717,74.475068,0,0,0,11,0,10.236,8029.0526709717,100.721788,0,0,0,0,0,107.5, 2.8, -1.3,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.7560829717,98.4252,31,Sport,"No GPS. Fly with caution. Flying over vegetation. GPS signal weak. Hovering unstable. Fly with caution (Code: 30002)"
27700,2023-07-20 18:04:50,38.4417537925227,-109.312246082798,98.4252,,,8026.7560829717,74.803152,0,0.0127716867604,0.0127716867604,11,2,10.236,8029.0526709717,100.721788,0,0.0127716867604,0,0,0,107.5, 2.7, -0.9,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.7560829717,98.4252,31,Sport,
27800,2023-07-20 18:04:50,38.4417532890897,-109.31225453541,98.097116,,,8026.4279989717,74.803152,0,2.43503616716,2.43520349,11,2,10.236,8029.0526709717,100.721788,0,2.43503616716,0,0,0,107.6, 2.6, -0.3,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.4279989717,98.097116,31,Sport,
27900,2023-07-20 18:04:50,38.4417532574705,-109.312255369006,98.097116,,,8026.4279989717,74.803152,0,2.6734416866,2.67369759212,11,2,10.236,8029.0526709717,100.721788,0,2.6734416866,0,0,0,107.8, 2.3, 0,0,0,1684,1024,1024,1024,100,0,0,0,119.8,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.4279989717,98.097116,31,Sport,
28000,2023-07-20 18:04:50,38.4417527998176,-109.312261197561,98.097116,,,8026.4279989717,74.803152,0,4.3470473832,4.3476379344,11,2,10.236,8029.0526709717,100.721788,0,4.3470473832,0,0,0,108.1, 2.1, 0.2,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.412,3.41,3.41,0,0,0,9.486,75.38,8026.4279989717,98.097116,31,Sport,
28100,2023-07-20 18:04:50,38.441752725554,-109.312262575087,98.097116,,,8026.4279989717,74.803152,0,4.7415683932,4.7422245612,11,2,10.235,8029.0526709717,100.721788,0,4.7415683932,0,0,0,108.2, 2, 0.2,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8026.4279989717,98.097116,31,Sport,
28200,2023-07-20 18:04:50,38.4417521040769,-109.312267189843,97.769032,,,8026.0999149717,74.475068,0,6.0756891708,6.0803151552,11,2,10.235,8029.0526709717,100.721788,0,6.0756891708,0,0,0,108.2, 1.7, 0.6,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8026.0999149717,97.769032,31,Sport,
28300,2023-07-20 18:04:50,38.4417519642163,-109.312268988393,97.769032,,,8026.0999149717,74.475068,0,6.5921590036,6.596784988,11,2,10.235,8029.0526709717,100.721788,0,6.5921590036,0,0,0,108.3, 1.8, 0.6,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8026.0999149717,97.769032,31,Sport,
28400,2023-07-20 18:04:50,38.4417518655546,-109.312271810927,97.769032,,,8026.0999149717,74.146984,0,7.3983598168,7.4041669036,11,2,10.235,8029.0526709717,100.721788,0,7.3983598168,0,0,0,108.4, 1.6, 0.1,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8026.0999149717,97.769032,31,Sport,
28500,2023-07-20 18:04:51,38.4417516996986,-109.312273840753,97.440948,,,8025.7718309717,73.8189,0,7.9815619352,7.987369022,11,2,10.235,8029.0526709717,100.721788,0,7.9815619352,0,0,0,108.3, 1.3, 0,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8025.7718309717,97.440948,31,Sport,
28600,2023-07-20 18:04:51,38.4417520774138,-109.312274898806,97.769032,,,8026.0999149717,73.8189,0,8.2709320232,8.3196524972,11,2,10.235,8029.0526709717,100.721788,0,8.2709320232,0,0,0,108.4, 1.2, 0,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8026.0999149717,97.769032,31,Sport,
28700,2023-07-20 18:04:51,38.4417519400539,-109.312276966681,97.440948,,,8025.7718309717,73.490816,0,8.8639766616,8.9126971356,11,2,10.235,8029.0526709717,100.721788,0,8.8639766616,0,0,0,108.2, 1.3, -0.3,0,0,850,1024,1024,1024,-26,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8025.7718309717,97.440948,31,Sport,
28800,2023-07-20 18:04:51,38.4417524083666,-109.31227766405,97.769032,,,8026.0999149717,73.490816,0,9.0514766676,9.175197144,11,2,10.235,8029.0526709717,100.721788,0,9.0514766676,0,0,0,108.2, 1.1, -0.1,0,0,364,1024,1024,1024,-100,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8026.0999149717,97.769032,31,Sport,
28900,2023-07-20 18:04:51,38.4417523186066,-109.312279712015,97.769032,,,8026.0999149717,73.490816,0,9.637631542,9.7613520184,11,2,10.235,8029.0526709717,100.721788,0,9.637631542,0,0,0,108.2, 1.4, 0.1,0,0,364,1024,1024,1024,-100,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8026.0999149717,97.769032,31,Sport,
29000,2023-07-20 18:04:51,38.4417527790718,-109.312279357935,97.440948,,,8025.7718309717,73.490816,0,9.5285764204,9.9574806336,11,2,10.235,8029.0526709717,100.721788,0,9.637631542,0,0,0.894776,108.3, 1.4, 0.4,0,0,364,1024,1024,1024,-100,0,0,0,119.7,-3.2,0,25,3.417,3.416,3.416,0,0,0,9.545,75.38,8025.7718309717,97.440948,31,Sport,
29100,2023-07-20 18:04:51,38.4417527299889,-109.312281280837,97.112864,,,8025.4437469717,73.162732,0,10.0783467792,10.5072838008,11,2,10.22,8029.0526709717,100.721788,0,10.0783467792,0,0,2.013246,108.4, 1.3, 0.2,0,0,364,1024,1024,1024,-100,0,0,0,119.7,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8025.4437469717,97.112864,31,Sport,
29200,2023-07-20 18:04:51,38.4417531259711,-109.312280904758,96.78478,,,8025.1156629717,72.506564,0,9.9663389016,10.6873363,11,2,10.22,8029.0526709717,100.721788,0,10.0783467792,0,0,3.131716,108.4, 0.2, 0.5,0,0,364,1024,1024,1024,-100,0,0,0,119.7,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8025.1156629717,96.78478,31,Sport,
29300,2023-07-20 18:04:51,38.4417531077453,-109.312282685883,96.128612,,,8024.4594949717,71.850396,0,10.4753284192,11.196358626,11,2,10.22,8029.0526709717,100.721788,0,10.4753284192,0,0,4.47388,108.3, -0.9, 0.3,0,0,364,1024,1024,1024,-100,0,0,0,119.7,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8024.4594949717,96.128612,31,Sport,
29400,2023-07-20 18:04:52,38.4417532690003,-109.312282177662,95.472444,,,8023.8033269717,71.194228,0,10.3288717216,11.3530515444,11,2,10.22,8029.0526709717,100.721788,0,10.4753284192,0,0,5.59235,108.5, 1.4, -0.5,0,0,364,1024,1024,1024,-100,0,0,0,119.8,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8023.8033269717,95.472444,31,Sport,
29500,2023-07-20 18:04:52,38.4417532665847,-109.312283866407,94.488192,,,8022.8190749717,70.53806,0,10.8113848604,11.8356303,11,2,10.22,8029.0526709717,100.721788,0,10.8113848604,0,0,6.71082,108.4, 2.6, -1,0,0,364,1024,1024,1024,-100,0,0,0,119.7,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8022.8190749717,94.488192,31,Sport,
29600,2023-07-20 18:04:52,38.4417540526531,-109.312283799053,93.50394,,,8021.8348229717,69.553808,0,10.7907811852,12.1230975008,11,2,10.22,8029.0526709717,100.721788,0,10.8113848604,0,0,7.82929,108.1, 2.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,119.7,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8021.8348229717,93.50394,31,Sport,
29700,2023-07-20 18:04:52,38.4417541483019,-109.312285314786,92.191604,,,8020.5224869717,68.569556,0,11.224245766,12.5576447588,11,2,10.22,8029.0526709717,100.721788,0,11.224245766,0,0,9.171454,108.1, 1.4, -0.8,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8020.5224869717,92.191604,31,Sport,
29800,2023-07-20 18:04:52,38.441754393664,-109.312284926579,90.879268,,,8019.2101509717,67.585304,0,11.1146985184,12.7001972568,11,2,10.22,8029.0526709717,100.721788,0,11.224245766,0,0,9.395148,108.3, -2.6, 0.6,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8019.2101509717,90.879268,31,Sport,
29900,2023-07-20 18:04:52,38.441754509685,-109.312286254255,89.566932,,,8017.8978149717,66.929136,0,11.494915066,13.0819229908,11,2,10.22,8029.0526709717,100.721788,0,11.494915066,0,0,9.171454,108.4, -1.3, 0.1,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8017.8978149717,89.566932,31,Sport,
30000,2023-07-20 18:04:52,38.4417546530784,-109.312286267348,87.926512,,,8016.2573949717,66.272968,0,11.4999347512,13.1343836224,11,2,10.22,8029.0526709717,100.721788,0,11.4999347512,0,0,8.500372,108.3, -0.3, -0.5,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.416,3.414,3.413,0,0,0,9.618,75.56,8016.2573949717,87.926512,31,Sport,
30100,2023-07-20 18:04:52,38.4417547672599,-109.312287384227,86.614176,,,8014.9450589717,65.6168,0,11.8201775436,13.4562668348,11,2,10.418,8029.0526709717,100.721788,0,11.8201775436,0,0,7.605596,108.3, -2.9, -2.3,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8014.9450589717,86.614176,31,Sport,
30200,2023-07-20 18:04:52,38.4417549763744,-109.312287186906,85.958008,,,8014.2888909717,64.960632,0.447388,11.7663389592,13.5511159192,11,2,10.418,8029.0526709717,100.721788,0.447388,11.8201775436,0,0.447388,6.487126,108.6, -0.7, 2.2,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8014.2888909717,85.958008,31,Sport,
30300,2023-07-20 18:04:52,38.441755047345,-109.312287980213,85.30184,,,8013.6327229717,64.632548,0.4921268,11.9938324048,13.7792983412,11,2,10.418,8029.0526709717,100.721788,0.4921268,11.9938324048,-0.223694,0.447388,5.368656,108.3, 3.3, 0.2,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8013.6327229717,85.30184,31,Sport,
30400,2023-07-20 18:04:53,38.4417550362008,-109.31228769012,84.317588,,,8012.6484709717,63.97638,0.3131716,11.9108599612,13.8623035932,11,2,10.418,8029.0526709717,100.721788,0.4921268,11.9938324048,-0.223694,0.223694,4.250186,108.1, 7.5, -1.2,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8012.6484709717,84.317588,31,Sport,
30500,2023-07-20 18:04:53,38.441755136676,-109.312288465364,83.989504,,,8012.3203869717,63.97638,0,12.1336618056,14.0868442828,11,2,10.418,8029.0526709717,100.721788,0.4921268,12.1336618056,0,0,2.684328,108.3, 7.7, 0,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8012.3203869717,83.989504,31,Sport,
30600,2023-07-20 18:04:53,38.4417552043749,-109.312288338539,83.66142,,,8011.9923029717,63.97638,0,12.0984583924,14.1307091136,11,2,10.418,8029.0526709717,100.721788,0.4921268,12.1336618056,0,0,1.342164,108.5, 5.3, 0,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8011.9923029717,83.66142,31,Sport,
30700,2023-07-20 18:04:53,38.4417553452092,-109.312289230971,83.333336,,,8011.6642189717,63.97638,0,12.3555122064,14.3908469172,11,2,10.418,8029.0526709717,100.721788,0.4921268,12.3555122064,0,0,0,108.5, 3.5, -1.2,0,0,1684,1024,1024,1024,100,0,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8011.6642189717,83.333336,31,Sport,
30800,2023-07-20 18:04:53,38.4417550209023,-109.312289831937,83.333336,,,8011.6642189717,63.97638,0.223694,12.5222773036,14.599409916,11,2,10.418,8029.0526709717,100.721788,0.4921268,12.5222773036,0,-0.223694,-1.11847,108.4, 2.5, -1.2,0,0,1684,1045,1024,1024,100,3,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8011.6642189717,83.333336,31,Sport,
30900,2023-07-20 18:04:53,38.4417551687905,-109.312290690961,83.66142,,,8011.9923029717,64.632548,0,12.7696198312,14.8507550684,11,2,10.418,8029.0526709717,100.721788,0.4921268,12.7696198312,0,0,-2.23694,108.3, 2.4, -0.9,0,0,1684,1038,1024,1024,100,2,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8011.9923029717,83.66142,31,Sport,
31000,2023-07-20 18:04:53,38.4417551123094,-109.312290542684,83.989504,,,8012.3203869717,65.288716,0,12.7264767852,14.8978679308,11,2,10.418,8029.0526709717,100.721788,0.4921268,12.7696198312,0,0,-3.579104,108.3, 2.4, -0.8,0,0,1684,1039,1024,1024,100,2,0,0,119.7,-3.2,0,25,3.483,3.479,3.416,0,0,0,5.379,75.74,8012.3203869717,83.989504,31,Sport,
31100,2023-07-20 18:04:53,38.441755266772,-109.312291266906,84.645672,,,8012.9765549717,65.944884,0,12.9354991016,15.11236925,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9354991016,0,0,-4.47388,108.3, 1.9, -0.7,0,0,1684,1037,1024,1024,100,2,0,0,119.8,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8012.9765549717,84.645672,31,Sport,
31200,2023-07-20 18:04:53,38.4417555892496,-109.312290749396,85.30184,,,8013.6327229717,66.929136,0,12.7932090708,15.301345634,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9354991016,0,0,-5.144962,108.3, 2, -0.9,0,0,1684,1037,1024,1024,100,2,0,0,119.7,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8013.6327229717,85.30184,31,Sport,
31300,2023-07-20 18:04:53,38.4417557747745,-109.312291286958,86.286092,,,8014.6169749717,67.585304,0,12.9501972648,15.4692262168,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9501972648,0,0,-5.59235,108.1, 2.2, -0.9,0,0,1684,1066,1024,1024,100,6,0,0,119.7,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8014.6169749717,86.286092,31,Sport,
31400,2023-07-20 18:04:54,38.4417558132758,-109.312290654984,87.270344,,,8015.6012269717,68.569556,0,12.7707025084,15.6503613932,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9501972648,0,0,-5.368656,108.1, 2.3, -0.6,0,0,1684,1125,1024,1024,100,15,0,0,119.8,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8015.6012269717,87.270344,31,Sport,
31500,2023-07-20 18:04:54,38.4417560013164,-109.312291008214,87.926512,,,8016.2573949717,69.225724,0,12.8755581548,15.7724086412,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9501972648,0,0,-5.144962,108.3, 2.8, -0.3,0,0,1684,1125,1024,1024,100,15,0,0,120,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8016.2573949717,87.926512,31,Sport,
31600,2023-07-20 18:04:54,38.4417561580122,-109.312290840545,88.58268,,,8016.9135629717,70.209976,0,12.8314636652,15.8469821344,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9501972648,0,0,-4.697574,108.6, 3, -0.1,0,0,1684,1116,1024,1024,100,14,0,0,120.2,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8016.9135629717,88.58268,31,Sport,
31700,2023-07-20 18:04:54,38.441756345321,-109.312291075167,88.910764,,,8017.2416469717,70.866144,0,12.9030844024,15.9427170456,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9501972648,0,0,-4.250186,108.9, 2.8, 0,0,0,1684,1095,1024,1024,100,11,0,0,120.4,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8017.2416469717,88.910764,31,Sport,
31800,2023-07-20 18:04:54,38.4417562896116,-109.312291048619,89.566932,,,8017.8978149717,71.522312,0,12.8940620924,15.9644362064,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9501972648,0,0,-4.026492,109.2, 2.9, 0,0,0,1684,1070,1335,1024,100,7,47,0,120.6,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8017.8978149717,89.566932,31,Sport,
31900,2023-07-20 18:04:54,38.4417564492632,-109.312291198209,89.895016,,,8018.2258989717,71.850396,0,12.940945296,16.0366803032,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9501972648,0,0,-3.579104,109.4, 2.9, 0.1,0,0,1684,1068,1684,1024,100,7,100,0,120.7,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8018.2258989717,89.895016,31,Sport,
32000,2023-07-20 18:04:54,38.4417565538121,-109.312291112112,90.551184,,,8018.8820669717,72.506564,0,12.9193245604,16.0820543204,11,2,9.932,8029.0526709717,100.721788,0.4921268,12.9501972648,0,0,-3.35541,109.5, -6.1, 0,0,0,1684,1060,1684,1024,100,5,100,0,120.8,-3.2,0,25,3.314,3.314,3.315,0,0,0,16.428,75.74,8018.8820669717,90.551184,31,Sport,
32100,2023-07-20 18:04:54,38.4417566619329,-109.312291055502,90.879268,,,8019.2101509717,72.834648,0.447388,12.9062996256,16.1247052404,11,2,10.079,8029.0526709717,100.721788,0.4921268,12.9501972648,0,0.447388,-3.131716,109.6, -26.6, 0,0,0,1684,1060,1684,1024,100,5,100,0,120.9,-3.2,0,25,3.414,3.411,3.413,0,0,0,16.121,75.74,8019.2101509717,90.879268,31,Sport,
32200,2023-07-20 18:04:54,38.4417567707671,-109.3122909337,91.535436,,,8019.8663189717,73.162732,1.6329662,12.8749019868,16.177493956,11,2,10.079,8029.0526709717,100.721788,1.6329662,12.9501972648,-0.447388,1.565858,-2.908022,109.8, -31.6, -0.3,0,0,1684,1033,1684,1024,100,1,100,0,120.9,-3.2,0,25,3.414,3.411,3.413,0,0,0,16.121,75.74,8019.8663189717,91.535436,31,Sport,
