time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
98600,2023-07-20 18:06:01,38.4426092964101,-109.312906606504,-19.028872,,,7909.3020109717,11.48294,0.671082,364.76707204,2616.6667504,23,5,9.869,8306.9398189717,378.608936,43.508483,1109.65226648,0,0.671082,1.342164,84.3, 4.8, -2.4,0,0,364,1024,1024,1024,-100,0,0,0,48.1,-10.2,0,19,3.356,3.357,3.353,0,0,0,17.355,82.58,7909.3020109717,-19.028872,31,Sport,
98700,2023-07-20 18:06:01,38.4426093164835,-109.312906401256,-19.356956,,,7908.9739269717,11.154856,0.671082,364.74410616,2616.72580552,23,5,9.869,8306.9398189717,378.608936,43.508483,1109.65226648,0,0.671082,2.460634,83.8, 6, -0.4,0,0,364,1024,1024,1024,-100,0,0,0,48.2,-10.2,0,19,3.356,3.357,3.353,0,0,0,17.355,82.58,7908.9739269717,-19.356956,31,Sport,
98800,2023-07-20 18:06:01,38.4426086291925,-109.312906208954,-19.68504,,,7908.6458429717,10.498688,0.4921268,364.501324,2616.98171104,23,5,9.869,8306.9398189717,378.608936,43.508483,1109.65226648,-0.223694,0.447388,3.131716,84.2, 3.7, -0.2,0,0,364,1024,1684,1024,-100,0,100,0,48.1,-10.1,0,19,3.356,3.357,3.353,0,0,0,17.355,82.58,7908.6458429717,-19.68504,31,Sport,
98900,2023-07-20 18:06:01,38.4426085495156,-109.312906007642,-20.341208,,,7907.9896749717,10.170604,0.7158208,364.44554972,2617.04732784,23,5,9.869,8306.9398189717,378.608936,43.508483,1109.65226648,-0.223694,0.671082,3.802798,84.7, -13.5, -2.1,0,0,364,1024,1684,1024,-100,0,100,0,48.2,-10.2,0,19,3.356,3.357,3.353,0,0,0,17.355,82.58,7907.9896749717,-20.341208,31,Sport,
99000,2023-07-20 18:06:01,38.4426082793127,-109.312905591505,-20.997376,,,7907.3335069717,9.514436,1.342164,364.30119276,2617.20152732,23,5,9.869,8306.9398189717,378.608936,43.508483,1109.65226648,0,1.342164,4.026492,84.6, -27.5, -0.3,0,0,364,1024,1439,1024,-100,0,63,0,48.2,-10.1,0,19,3.356,3.357,3.353,0,0,0,17.355,82.58,7907.3335069717,-20.997376,31,Sport,
99100,2023-07-20 18:06:01,38.442608256636,-109.312904675258,-21.653544,,,7906.6773389717,8.858268,2.23694,364.1568358,2617.46399452,23,5,9.869,8306.9398189717,378.608936,43.508483,1109.65226648,0,2.23694,4.250186,84.4, -20.7, -2.8,0,0,876,1024,1024,1024,-22,0,0,0,48.1,-10.2,0,19,3.356,3.357,3.353,0,0,0,17.355,82.58,7906.6773389717,-21.653544,31,Sport,
99200,2023-07-20 18:06:01,38.442608096323,-109.312903280159,-21.981628,,,7906.3492549717,8.2021,2.23694,363.90093028,2617.864257,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0.223694,3.131716,4.026492,84.9, -16.3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7906.3492549717,-21.981628,31,Sport,
99300,2023-07-20 18:06:01,38.4426081615444,-109.312901473821,-22.637796,,,7905.6930869717,7.874016,3.579104,363.65486728,2618.38262972,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0,3.579104,3.131716,85.3, 6.4, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7905.6930869717,-22.637796,31,Sport,
99400,2023-07-20 18:06:01,38.4426081630516,-109.312900284976,-22.96588,,,7905.3650029717,7.545932,3.131716,363.48098276,2618.72383708,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0,3.131716,2.23694,85, 13.8, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7905.3650029717,-22.96588,31,Sport,
99500,2023-07-20 18:06:02,38.4426081674362,-109.312898900899,-23.293964,,,7905.0369189717,7.545932,2.460634,363.28085152,2619.11753788,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0,2.460634,1.11847,84.5, 11.3, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7905.0369189717,-23.293964,31,Sport,
99600,2023-07-20 18:06:02,38.442608232178,-109.31289883276,-23.293964,,,7905.0369189717,7.217848,2.013246,363.29069404,2619.14706544,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0,2.013246,0.447388,84.5, 8.4, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7905.0369189717,-23.293964,31,Sport,
99700,2023-07-20 18:06:02,38.4426081508568,-109.312897982773,-23.293964,,,7905.0369189717,7.217848,1.565858,363.1397754,2619.39312844,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0,1.565858,0,84.6, 8.2, -0.2,0,0,1024,1024,1620,959,0,0,90,-10,48.1,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7905.0369189717,-23.293964,31,Sport,
99800,2023-07-20 18:06:02,38.4426082134747,-109.312896775295,-23.293964,,,7905.0369189717,7.217848,1.342164,362.98229508,2619.73761664,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0,1.342164,-0.223694,84.5, -0.9, -0.6,0,0,1024,1024,1504,1024,0,0,73,0,48.2,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7905.0369189717,-23.293964,31,Sport,
99900,2023-07-20 18:06:02,38.4426080857724,-109.312895971581,-23.293964,,,7905.0369189717,7.217848,1.789552,362.82481476,2619.97383712,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0,1.789552,-0.223694,84.7, -21.4, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7905.0369189717,-23.293964,31,Sport,
100000,2023-07-20 18:06:02,38.4426082995917,-109.312894144425,-23.293964,,,7905.0369189717,7.545932,2.684328,362.62468352,2620.50205236,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0,2.684328,-0.223694,84.9, -17.5, -1.2,0,0,364,1024,1024,1024,-100,0,0,0,48.1,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7905.0369189717,-23.293964,31,Sport,
100100,2023-07-20 18:06:02,38.4426082197777,-109.312892556845,-23.293964,,,7905.0369189717,7.545932,3.131716,362.368778,2620.95480828,23,5,10.069,8306.9398189717,378.608936,43.508483,1109.65226648,0,3.131716,-0.223694,84.3, 5.8, -1.6,0,0,364,1024,1024,1024,-100,0,0,0,48.2,-10.2,0,19,3.401,3.393,3.388,0,0,0,9.375,82.76,7905.0369189717,-23.293964,31,Sport,
100200,2023-07-20 18:06:02,38.4426086391266,-109.312890486484,-22.96588,,,7905.3650029717,7.874016,2.908022,362.19817432,2621.56832536,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,0,2.908022,0,83.5, 16, -1.1,0,0,364,1024,1024,1024,-100,0,0,0,48.2,-10.2,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7905.3650029717,-22.96588,31,Sport,
100300,2023-07-20 18:06:02,38.4426085641082,-109.312889045114,-23.293964,,,7905.0369189717,7.874016,2.684328,361.96523468,2621.97843036,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,0,2.684328,0.671082,83.5, 15.6, -1.4,0,0,364,1024,1024,1024,-100,0,0,0,48.2,-10.2,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7905.0369189717,-23.293964,31,Sport,
100400,2023-07-20 18:06:03,38.4426087825177,-109.312888719814,-23.293964,,,7905.0369189717,7.545932,2.23694,361.98820056,2622.10310228,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,0,2.23694,1.565858,83.6, 14.7, -1.2,0,0,364,1024,1024,1024,-100,0,0,0,48.1,-10.2,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7905.0369189717,-23.293964,31,Sport,
100500,2023-07-20 18:06:03,38.442608684343,-109.312887716099,-23.622048,,,7904.7088349717,7.217848,1.789552,361.8110352,2622.3918162,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,0,1.789552,2.013246,83.6, 13.3, -1.4,0,0,364,1024,1024,1024,-100,0,0,0,48.2,-10.2,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7904.7088349717,-23.622048,31,Sport,
100600,2023-07-20 18:06:03,38.4426087821065,-109.312886169063,-23.622048,,,7904.7088349717,6.889764,1.342164,361.61746564,2622.8347296,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,0,1.342164,2.23694,83.6, 11.5, -1.2,0,0,364,1024,1024,1024,-100,0,0,0,48.2,-10.1,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7904.7088349717,-23.622048,31,Sport,
100700,2023-07-20 18:06:03,38.4426086538561,-109.312885486189,-23.950132,,,7904.3807509717,6.56168,1.11847,361.47967036,2623.03486084,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,0,1.11847,2.23694,83.5, 9.7, -1.4,0,0,364,1024,1024,1024,-100,0,0,0,48.1,-10.2,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7904.3807509717,-23.950132,31,Sport,
100800,2023-07-20 18:06:03,38.4426089797575,-109.312884692707,-24.278216,,,7904.0526669717,6.233596,1.11847,361.466547,2623.29076636,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,0,0.894776,2.23694,83.4, 8.4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7904.0526669717,-24.278216,31,Sport,
100900,2023-07-20 18:06:03,38.442608864935,-109.312884297432,-24.6063,,,7903.7245829717,5.905512,0.447388,361.37468348,2623.41215744,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,0,0.447388,2.013246,83.5, 6.6, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.1,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7903.7245829717,-24.6063,31,Sport,
101000,2023-07-20 18:06:03,38.4426089257717,-109.312883957437,-24.934384,,,7903.3964989717,5.577428,0.223694,361.34515592,2623.51058264,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,0,0.223694,1.565858,83.4, 5.2, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7903.3964989717,-24.934384,31,Sport,
101100,2023-07-20 18:06:03,38.4426087980693,-109.312883775369,-24.934384,,,7903.3964989717,5.577428,0.3131716,361.27953912,2623.58276112,23,5,9.912,8306.9398189717,378.608936,43.508483,1109.65226648,-0.223694,0.223694,0.894776,83.5, 4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.349,3.345,3.357,0,0,0,11.293,82.94,7903.3964989717,-24.934384,31,Sport,
101200,2023-07-20 18:06:03,38.4426087530583,-109.312883442721,-25.262468,,,7903.0684149717,5.249344,0.223694,361.21720316,2623.67790548,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,-0.223694,0,0.447388,83.6, 3.1, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.0684149717,-25.262468,31,Sport,
101300,2023-07-20 18:06:03,38.4426086167922,-109.312883358619,-25.262468,,,7903.0684149717,5.249344,0.223694,361.16142888,2623.73367976,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,-0.223694,0,0,83.4, 2.1, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.0684149717,-25.262468,31,Sport,
101400,2023-07-20 18:06:04,38.4426089426251,-109.312883207734,-25.262468,,,7903.0684149717,5.577428,0.223694,361.24016904,2623.85835168,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,-0.223694,0,0,83.4, 1.6, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.0684149717,-25.262468,31,Sport,
101500,2023-07-20 18:06:04,38.4426088565768,-109.312883131023,-25.262468,,,7903.0684149717,5.577428,0,361.2040798,2623.89772176,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.3, 1.7, -2,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.0684149717,-25.262468,31,Sport,
101600,2023-07-20 18:06:04,38.4426085976095,-109.31288320511,-25.262468,,,7903.0684149717,5.577428,0,361.13190132,2623.99614696,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.4, 1.6, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.0684149717,-25.262468,31,Sport,
101700,2023-07-20 18:06:04,38.4426085082726,-109.312883132073,-24.934384,,,7903.3964989717,5.577428,0,361.09253124,2624.0322362,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.5, 1.7, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.3964989717,-24.934384,31,Sport,
101800,2023-07-20 18:06:04,38.442608604255,-109.312883259691,-24.934384,,,7903.3964989717,5.577428,0,361.14174384,2624.08472964,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.3, 1.4, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.3964989717,-24.934384,31,Sport,
101900,2023-07-20 18:06:04,38.4426085716443,-109.312883180312,-24.934384,,,7903.3964989717,5.577428,0,361.1220588,2624.11097636,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.1, 1.4, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.3964989717,-24.934384,31,Sport,
102000,2023-07-20 18:06:04,38.4426088159505,-109.312883537626,-24.934384,,,7903.3964989717,5.577428,0,361.25001156,2624.2454908,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.2, 2.2, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.3964989717,-24.934384,31,Sport,
102100,2023-07-20 18:06:04,38.4426088315022,-109.312883459341,-24.934384,,,7903.3964989717,5.577428,0,361.24344988,2624.26845668,23,5,10.173,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.6, 2.4, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.364,3.359,3.36,0,0,0,9.146,82.94,7903.3964989717,-24.934384,31,Sport,
102200,2023-07-20 18:06:04,38.4426088088254,-109.312883446002,-24.934384,,,7903.3964989717,5.577428,0,361.23360736,2624.2782992,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84, 2.5, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
102300,2023-07-20 18:06:04,38.4426088289674,-109.312883351359,-24.934384,,,7903.3964989717,5.577428,0,361.22704568,2624.30454592,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84.1, 2.6, -1,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
102400,2023-07-20 18:06:05,38.4426090010641,-109.312883543618,-24.934384,,,7903.3964989717,5.577428,0,361.30906668,2624.38984776,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84.2, 2.8, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
102500,2023-07-20 18:06:05,38.4426090148346,-109.312883453305,-24.934384,,,7903.3964989717,5.577428,0,361.29922416,2624.41609448,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84.7, 3.4, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
102600,2023-07-20 18:06:05,38.4426089439269,-109.312883701195,-24.934384,,,7903.3964989717,5.577428,0,361.31234752,2624.4915538,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84.2, 3.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
102700,2023-07-20 18:06:05,38.4426089436528,-109.31288367889,-24.934384,,,7903.3964989717,5.577428,0,361.30906668,2624.49811548,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84, 3.5, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
102800,2023-07-20 18:06:05,38.4426090212745,-109.312883844689,-24.934384,,,7903.3964989717,5.577428,0,361.35827928,2624.55060892,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.9, 2.3, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.1,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
102900,2023-07-20 18:06:05,38.4426090221651,-109.312883862882,-24.934384,,,7903.3964989717,5.577428,0,361.36156012,2624.5571706,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84.3, 1.7, -2,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
103000,2023-07-20 18:06:05,38.442608847191,-109.312883974756,-24.934384,,,7903.3964989717,5.577428,0,361.32219004,2624.62934908,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84.1, 1.4, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
103100,2023-07-20 18:06:05,38.4426088563713,-109.312883984815,-24.934384,,,7903.3964989717,5.577428,0,361.32547088,2624.63262992,23,5,10.057,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.7, 1.9, -2,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.37,3.367,3.367,0,0,0,10.93,83.12,7903.3964989717,-24.934384,31,Sport,
103200,2023-07-20 18:06:05,38.4426089005602,-109.312884097389,-24.934384,,,7903.3964989717,5.577428,0,361.35827928,2624.66871916,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.3, 2.1, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
103300,2023-07-20 18:06:05,38.4426089151527,-109.312884122361,-24.934384,,,7903.3964989717,5.577428,0,361.36484096,2624.67856168,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.7, 1.9, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
103400,2023-07-20 18:06:06,38.4426089330338,-109.312884222164,-24.934384,,,7903.3964989717,5.577428,0,361.384526,2624.70808924,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84, 1, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
103500,2023-07-20 18:06:06,38.4426089213871,-109.312884272285,-24.934384,,,7903.3964989717,5.577428,0,361.38780684,2624.7212126,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84, 0.9, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
103600,2023-07-20 18:06:06,38.4426088446561,-109.312884414379,-24.934384,,,7903.3964989717,5.577428,0,361.384526,2624.7704252,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.6, 0.4, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
103700,2023-07-20 18:06:06,38.4426088539049,-109.312884487373,-24.934384,,,7903.3964989717,5.577428,0,361.39764936,2624.79339108,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.2, 0.4, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
103800,2023-07-20 18:06:06,38.4426087253804,-109.312884564302,-24.934384,,,7903.3964989717,5.577428,0,361.3681218,2624.84588452,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.4, 0.9, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
103900,2023-07-20 18:06:06,38.4426087234622,-109.312884619583,-24.934384,,,7903.3964989717,5.577428,0,361.37468348,2624.85900788,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.7, 0, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
104000,2023-07-20 18:06:06,38.4426087871078,-109.312884587351,-24.934384,,,7903.3964989717,5.577428,0,361.39108768,2624.8852546,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.7, 0.2, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
104100,2023-07-20 18:06:06,38.4426088077978,-109.312884581403,-24.934384,,,7903.3964989717,5.577428,0,361.39764936,2624.89181628,23,5,10.104,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.6, 0.8, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,19,3.37,3.366,3.367,0,0,0,9.172,83.12,7903.3964989717,-24.934384,31,Sport,
104200,2023-07-20 18:06:06,38.4426086713262,-109.312884666904,-24.934384,,,7903.3964989717,5.577428,0,361.3681218,2624.94759056,23,5,10.101,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.5, 1.5, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,18,3.372,3.369,3.369,0,0,0,9.23,83.12,7903.3964989717,-24.934384,31,Sport,
104300,2023-07-20 18:06:06,38.44260869092,-109.312884629773,-24.934384,,,7903.3964989717,1.312336,0,361.3681218,2624.96071392,23,5,10.101,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.7, 1.9, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,18,3.372,3.369,3.369,0,0,0,9.23,83.12,7903.3964989717,-24.934384,31,Sport,
104400,2023-07-20 18:06:06,38.4426087252434,-109.312884623607,-24.934384,,,7903.3964989717,1.312336,0,361.37796432,2624.97383728,23,5,10.101,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,83.9, 2.2, -1,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,18,3.372,3.369,3.369,0,0,0,9.23,83.12,7903.3964989717,-24.934384,31,Sport,
104500,2023-07-20 18:06:07,38.442608746413,-109.312884577641,-24.934384,,,7903.3964989717,1.312336,0,361.37796432,2624.99024148,23,5,10.101,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84, 2.3, -1,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,18,3.372,3.369,3.369,0,0,0,9.23,83.12,7903.3964989717,-24.934384,31,Sport,
104600,2023-07-20 18:06:07,38.4426088728822,-109.312884554068,-24.934384,,,7903.3964989717,1.312336,0,361.41405356,2625.03617324,23,5,10.101,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84, 2.9, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,18,3.372,3.369,3.369,0,0,0,9.23,83.12,7903.3964989717,-24.934384,31,Sport,
104700,2023-07-20 18:06:07,38.4426088957645,-109.312884505916,-24.934384,,,7903.3964989717,1.64042,0,361.41405356,2625.05257744,23,5,10.101,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84.1, 3.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,18,3.372,3.369,3.369,0,0,0,9.23,83.12,7903.3964989717,-24.934384,31,Sport,
104800,2023-07-20 18:06:07,38.4426089807852,-109.312884419496,-24.934384,,,7903.3964989717,1.64042,0,361.42717692,2625.09194752,23,5,10.101,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84.1, 3.2, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,48.1,-10.2,0,18,3.372,3.369,3.369,0,0,0,9.23,83.12,7903.3964989717,-24.934384,31,Sport,
104900,2023-07-20 18:06:07,38.4426090023658,-109.312884386826,-24.934384,,,7903.3964989717,1.64042,0,361.43045776,2625.10507088,23,5,10.101,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84, 3.4, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,18,3.372,3.369,3.369,0,0,0,9.23,83.12,7903.3964989717,-24.934384,31,Sport,
105000,2023-07-20 18:06:07,38.4426090722459,-109.312884363603,-24.934384,,,7903.3964989717,0.984252,0,361.4501428,2625.1313176,23,5,10.101,8306.9398189717,378.608936,43.508483,1109.65226648,0,0,0,84, 3.3, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,48.2,-10.2,0,18,3.372,3.369,3.369,0,0,0,9.23,83.12,7903.3964989717,-24.934384,31,Sport,
